1 0
1 0
2 0
3 0
5 0
8 0
13 0
21 0
34 0
55 0
89 0
144 0
233 0
377 0
610 0
987 0
1597 1
2584 0
4181 0
6765 1
10946 0
17711 2
28657 2
46368 3
75025 6
121393 9
196418 15
317811 24
514229 39
832040 64
1346269 102
2178309 167
3524578 269
5702887 436
9227465 702
14930352 1138
24157817 1842
39088169 2978
63245986 4817
102334155 7795
